video,count
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-08/crescent_cen1_mouldMaking_20200608094000_20200608094500.mp4,7507
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-13/crescent_cen1_mouldMaking_20200613080501_20200613081001.mp4,7509
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-08/crescent_cen1_mouldMaking_20200608112500_20200608113000.mp4,7517
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-11/crescent_cen1_mouldMaking_20200611185000_20200611185500.mp4,7523
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-11/crescent_cen1_mouldMaking_20200611102000_20200611102500.mp4,7477
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-13/crescent_cen1_mouldMaking_20200613083501_20200613084001.mp4,7497
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607183000_20200607183500.mp4,7544
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-11/crescent_cen1_mouldMaking_20200611152000_20200611152500.mp4,7509
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-11/crescent_cen1_mouldMaking_20200611164000_20200611164500.mp4,7497
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181500_20200607182000.mp4,7517
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-08/crescent_cen1_mouldMaking_20200608081000_20200608081500.mp4,7495
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-11/crescent_cen1_mouldMaking_20200611090000_20200611090500.mp4,7496
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-11/crescent_cen1_mouldMaking_20200611140000_20200611140500.mp4,7523
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-11/crescent_cen1_mouldMaking_20200611135500_20200611140000.mp4,7518
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-11/crescent_cen1_mouldMaking_20200611182500_20200611183000.mp4,7505
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-11/crescent_cen1_mouldMaking_20200611084500_20200611085000.mp4,7501
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-08/crescent_cen1_mouldMaking_20200608090500_20200608091000.mp4,7525
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-08/crescent_cen1_mouldMaking_20200608110500_20200608111000.mp4,7482
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-08/crescent_cen1_mouldMaking_20200608094500_20200608095000.mp4,7525
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607190500_20200607191000.mp4,7536
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-11/crescent_cen1_mouldMaking_20200611080500_20200611081000.mp4,7510
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-08/crescent_cen1_mouldMaking_20200608091500_20200608092000.mp4,7508
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-13/crescent_cen1_mouldMaking_20200613100001_20200613100501.mp4,7532
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-08/crescent_cen1_mouldMaking_20200608084000_20200608084500.mp4,7535
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-11/crescent_cen1_mouldMaking_20200611083000_20200611083500.mp4,7509
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-08/crescent_cen1_mouldMaking_20200608092000_20200608092500.mp4,7490
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-11/crescent_cen1_mouldMaking_20200611113000_20200611113500.mp4,7504
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-11/crescent_cen1_mouldMaking_20200611081000_20200611081500.mp4,7501
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-08/crescent_cen1_mouldMaking_20200608174000_20200608174500.mp4,7400
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607191500_20200607192000.mp4,7481
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-08/crescent_cen1_mouldMaking_20200608055000_20200608055500.mp4,7522
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-11/crescent_cen1_mouldMaking_20200611175000_20200611175500.mp4,7532
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607192000_20200607192500.mp4,7502
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-13/crescent_cen1_mouldMaking_20200613095501_20200613100001.mp4,7468
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-08/crescent_cen1_mouldMaking_20200608180500_20200608181000.mp4,7483
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-11/crescent_cen1_mouldMaking_20200611101000_20200611101500.mp4,7465
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-08/crescent_cen1_mouldMaking_20200608093000_20200608093500.mp4,7502
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-08/crescent_cen1_mouldMaking_20200608170500_20200608171000.mp4,7507
