video,count
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-08/crescent_cen1_mouldMaking_20200608101000_20200608101500.mp4,7508
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,7490
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-24/crescent_cen1_mouldMaking_20200624175501_20200624180001.mp4,7526
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607233500_20200607234000.mp4,7512
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-11/crescent_cen1_mouldMaking_20200611100000_20200611100500.mp4,7486
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-08/crescent_cen1_mouldMaking_20200608055500_20200608060000.mp4,7508
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-08/crescent_cen1_mouldMaking_20200608173000_20200608173500.mp4,7458
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607203000_20200607203500.mp4,7486
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-11/crescent_cen1_mouldMaking_20200611102500_20200611103000.mp4,7515
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-24/crescent_cen1_mouldMaking_20200624150501_20200624151001.mp4,7463
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,7503
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-08/crescent_cen1_mouldMaking_20200608080000_20200608080500.mp4,7482
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-08/crescent_cen1_mouldMaking_20200608053000_20200608053500.mp4,7499
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-13/crescent_cen1_mouldMaking_20200613101001_20200613101501.mp4,7522
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607185500_20200607190000.mp4,7561
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-11/crescent_cen1_mouldMaking_20200611112500_20200611113000.mp4,7501
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-13/crescent_cen1_mouldMaking_20200613092001_20200613092501.mp4,7536
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607172000_20200607172500.mp4,7512
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-08/crescent_cen1_mouldMaking_20200608110000_20200608110500.mp4,7531
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-14/crescent_cen1_mouldMaking_20200614012501_20200614013001.mp4,7493
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607184500_20200607185000.mp4,7499
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-08/crescent_cen1_mouldMaking_20200608175000_20200608175500.mp4,7489
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607175000_20200607175500.mp4,7494
