video,count
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-14/crescent_cen1_mouldMaking_20200614014501_20200614015001.mp4,7486
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-08/crescent_cen1_mouldMaking_20200608133500_20200608134000.mp4,7498
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-05-19/crescent_cen1_mouldMaking_20200519105800_20200519110800.mp4,14852
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-08/crescent_cen1_mouldMaking_20200608054000_20200608054500.mp4,7531
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-03/crescent_cen1_mouldMaking_20200603152000_20200603154000.mp4,29976
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-11/crescent_cen1_mouldMaking_20200611084000_20200611084500.mp4,7527
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-08/crescent_cen1_mouldMaking_20200608105000_20200608105500.mp4,7498
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-08/crescent_cen1_mouldMaking_20200608052500_20200608053000.mp4,7508
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-11/crescent_cen1_mouldMaking_20200611081500_20200611082000.mp4,7477
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607174000_20200607174500.mp4,7484
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-08/crescent_cen1_mouldMaking_20200608051500_20200608052000.mp4,7515
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607165500_20200607170000.mp4,7499
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-24/crescent_cen1_mouldMaking_20200624110501_20200624111001.mp4,7396
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-24/crescent_cen1_mouldMaking_20200624081001_20200624081501.mp4,7486
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-11/crescent_cen1_mouldMaking_20200611114500_20200611115000.mp4,6422
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-13/crescent_cen1_mouldMaking_20200613090001_20200613090501.mp4,7518
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-03/crescent_cen1_mouldMaking_20200603150000_20200603152000.mp4,29988
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-08/crescent_cen1_mouldMaking_20200608043000_20200608043500.mp4,7522
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-13/crescent_cen1_mouldMaking_20200613093501_20200613094001.mp4,7545
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-13/crescent_cen1_mouldMaking_20200613101501_20200613102001.mp4,7514
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-11/crescent_cen1_mouldMaking_20200611110000_20200611110500.mp4,7477
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-08/crescent_cen1_mouldMaking_20200608100500_20200608101000.mp4,7490
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-13/crescent_cen1_mouldMaking_20200613084501_20200613085001.mp4,7486
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607172500_20200607173000.mp4,7471
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607193000_20200607193500.mp4,7508
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-08/crescent_cen1_mouldMaking_20200608052000_20200608052500.mp4,7480
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-24/crescent_cen1_mouldMaking_20200624181001_20200624181501.mp4,7448
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607230500_20200607231000.mp4,7530
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-14/crescent_cen1_mouldMaking_20200614013501_20200614014001.mp4,7515
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-13/crescent_cen1_mouldMaking_20200613081501_20200613082001.mp4,7482
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-13/crescent_cen1_mouldMaking_20200613100501_20200613101001.mp4,7450
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-11/crescent_cen1_mouldMaking_20200611101500_20200611102000.mp4,7527
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-08/crescent_cen1_mouldMaking_20200608075500_20200608080000.mp4,7532
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-14/crescent_cen1_mouldMaking_20200614074001_20200614074501.mp4,7499
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-14/crescent_cen1_mouldMaking_20200614004001_20200614004501.mp4,7469
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-24/crescent_cen1_mouldMaking_20200624125501_20200624130001.mp4,7483
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-05-21/crescent_cen1_mouldMaking_20200521090000_20200521100000.mp4,69832
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-13/crescent_cen1_mouldMaking_20200613094001_20200613094501.mp4,7482
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607173000_20200607173500.mp4,7507
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-23/crescent_cen1_mouldMaking_20200623181501_20200623182001.mp4,7505
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607182000_20200607182500.mp4,7517
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-08/crescent_cen1_mouldMaking_20200608081500_20200608082000.mp4,7503
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-05-19/crescent_cen1_mouldMaking_20200519143209_20200519144000.mp4,11752
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607174500_20200607175000.mp4,7512
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-24/crescent_cen1_mouldMaking_20200624152501_20200624153001.mp4,7458
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-05-19/crescent_cen1_mouldMaking_20200519140000_20200519142000.mp4,30003
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-11/crescent_cen1_mouldMaking_20200611161500_20200611162000.mp4,7518
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-24/crescent_cen1_mouldMaking_20200624144001_20200624144501.mp4,7394
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-05-21/crescent_cen1_mouldMaking_20200521080000_20200521082000.mp4,30010
/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-11/crescent_cen1_mouldMaking_20200611083500_20200611084000.mp4,7526
